"","id","l1","rf","rq","tot"
"226851","E02000594 E02000594",1,0,0,1
"226852","E02000595 E02000595",1,0,0,1
"226853","E02000596 E02000596",1,0,0,1
"226854","E02000597 E02000597",1,0,0,1
"226855","E02000598 E02000598",1,0,0,1
"226856","E02000599 E02000599",1,0,0,1
"226857","E02000600 E02000600",1,0,0,1
"226858","E02000601 E02000601",1,0,0,1
"226859","E02000602 E02000602",1,0,0,1
"226860","E02000603 E02000603",1,0,0,1
"226861","E02000604 E02000604",1,0,0,1
"226862","E02000605 E02000605",1,0,0,1
"226863","E02000606 E02000606",1,0,0,1
"226864","E02000607 E02000607",1,0,0,1
"226865","E02000608 E02000608",1,0,0,1
"226866","E02000609 E02000609",1,0,0,1
"226867","E02000610 E02000610",1,0,0,1
"226868","E02000611 E02000611",1,0,0,1
"226869","E02000612 E02000612",1,0,0,1
"226870","E02000613 E02000613",1,0,0,1
"226871","E02000614 E02000614",1,0,0,1
"226872","E02000615 E02000615",1,0,0,1
"226873","E02000616 E02000616",1,0,0,1
"226874","E02000617 E02000617",1,0,0,1
"226875","E02000619 E02000619",1,0,0,1
"226876","E02000620 E02000620",1,0,0,1
"226877","E02000621 E02000621",1,0,0,1
"226878","E02000622 E02000622",1,0,0,1
"226879","E02000623 E02000623",1,0,0,1
"226880","E02000624 E02000624",1,0,0,1
"226881","E02000625 E02000625",1,0,0,1
"226882","E02000626 E02000626",1,0,0,1
"226883","E02000627 E02000627",1,0,0,1
"226884","E02000628 E02000628",1,0,0,1
"226885","E02000629 E02000629",1,0,0,1
"226886","E02000630 E02000630",1,0,0,1
"226887","E02000631 E02000631",1,0,0,1
"226888","E02000632 E02000632",1,0,0,1
"226889","E02000633 E02000633",1,0,0,1
"226890","E02000634 E02000634",1,0,0,1
"226891","E02000635 E02000635",1,0,0,1
"226892","E02000636 E02000636",1,0,0,1
"226893","E02000637 E02000637",1,0,0,1
"226894","E02000638 E02000638",1,0,0,1
"226895","E02000639 E02000639",1,0,0,1
"226896","E02000640 E02000640",1,0,0,1
"226897","E02000641 E02000641",1,0,0,1
"226898","E02000642 E02000642",1,0,0,1
"226899","E02000643 E02000643",1,0,0,1
"226900","E02000644 E02000644",1,0,0,1
"226901","E02000645 E02000645",1,0,0,1
"226902","E02000646 E02000646",1,0,0,1
"226903","E02000647 E02000647",1,0,0,1
"226904","E02000648 E02000648",1,0,0,1
"226905","E02000649 E02000649",1,0,0,1
"226906","E02000650 E02000650",1,0,0,1
"226907","E02000651 E02000651",1,0,0,1
"226908","E02000652 E02000652",1,0,0,1
"226909","E02000653 E02000653",1,0,0,1
"226910","E02000654 E02000654",1,0,0,1
"226911","E02000655 E02000655",1,0,0,1
"226912","E02000657 E02000657",1,0,0,1
"226913","E02000658 E02000658",1,0,0,1
"226914","E02000659 E02000659",1,0,0,1
"226915","E02000660 E02000660",1,0,0,1
"226916","E02000661 E02000661",1,0,0,1
"226917","E02000662 E02000662",1,0,0,1
"226918","E02000663 E02000663",1,0,0,1
"226919","E02000664 E02000664",1,0,0,1
"226920","E02000665 E02000665",1,0,0,1
"226921","E02000666 E02000666",1,0,0,1
"226922","E02000667 E02000667",1,0,0,1
"226923","E02000668 E02000668",1,0,0,1
"226924","E02000669 E02000669",1,0,0,1
"226925","E02000670 E02000670",1,0,0,1
"226926","E02000671 E02000671",1,0,0,1
"226927","E02000672 E02000672",1,0,0,1
"226928","E02000673 E02000673",1,0,0,1
"226929","E02000674 E02000674",1,0,0,1
"226930","E02000675 E02000675",1,0,0,1
"226931","E02000676 E02000676",1,0,0,1
"226932","E02000677 E02000677",1,0,0,1
"226933","E02000678 E02000678",1,0,0,1
"226934","E02000679 E02000679",1,0,0,1
"226935","E02000680 E02000680",1,0,0,1
"226936","E02000681 E02000681",1,0,0,1
"226937","E02000682 E02000682",1,0,0,1
"226938","E02000683 E02000683",1,0,0,1
"226939","E02000685 E02000685",1,0,0,1
"226940","E02000686 E02000686",1,0,0,1
"226941","E02000687 E02000687",1,0,0,1
"226942","E02000689 E02000689",1,0,0,1
"226943","E02000690 E02000690",1,0,0,1
"226944","E02000691 E02000691",1,0,0,1
"226945","E02000692 E02000692",1,0,0,1
"226946","E02000693 E02000693",1,0,0,1
"226947","E02000694 E02000694",1,0,0,1
"226948","E02000695 E02000695",1,0,0,1
"226949","E02000696 E02000696",1,0,0,1
"226950","E02000697 E02000697",1,0,0,1
"226951","E02000698 E02000698",1,0,0,1
"226952","E02000699 E02000699",1,0,0,1
"226953","E02000700 E02000700",1,0,0,1
"226954","E02000701 E02000701",1,0,0,1
"226955","E02000702 E02000702",1,0,0,1
"226956","E02000703 E02000703",1,0,0,1
"226957","E02000704 E02000704",1,0,0,1
"226958","E02000705 E02000705",1,0,0,1
"226959","E02000706 E02000706",1,0,0,1
"226960","E02000707 E02000707",1,0,0,1
"226961","E02000708 E02000708",1,0,0,1
"226962","E02000709 E02000709",1,0,0,1
"226963","E02000710 E02000710",1,0,0,1
"226964","E02000711 E02000711",1,0,0,1
"226965","E02000712 E02000712",1,0,0,1
"226966","E02000713 E02000713",1,0,0,1
"226967","E02000714 E02000714",1,0,0,1
"226968","E02000715 E02000715",1,0,0,1
"226969","E02000716 E02000716",1,0,0,1
"226970","E02000717 E02000717",1,0,0,1
"226971","E02000718 E02000718",1,0,0,1
"226972","E02000719 E02000719",1,0,0,1
"226973","E02000720 E02000720",1,0,0,1
"226974","E02000721 E02000721",1,0,0,1
"226975","E02000722 E02000722",1,0,0,1
"226976","E02000723 E02000723",1,0,0,1
"226977","E02000724 E02000724",1,0,0,1
"226978","E02000725 E02000725",1,0,0,1
"226979","E02000726 E02000726",1,0,0,1
"226980","E02000727 E02000727",1,0,0,1
"226981","E02000728 E02000728",1,0,0,1
"226982","E02000729 E02000729",1,0,0,1
"226983","E02000730 E02000730",1,0,0,1
"226984","E02000731 E02000731",1,0,0,1
"226985","E02000732 E02000732",1,0,0,1
"226986","E02000733 E02000733",1,0,0,1
"226987","E02000734 E02000734",1,0,0,1
"226988","E02000735 E02000735",1,0,0,1
"226989","E02000736 E02000736",1,0,0,1
"226990","E02000737 E02000737",1,0,0,1
"226991","E02000738 E02000738",1,0,0,1
"226992","E02000739 E02000739",1,0,0,1
"226993","E02000740 E02000740",1,0,0,1
"226994","E02000741 E02000741",1,0,0,1
"226995","E02000742 E02000742",1,0,0,1
"226996","E02000743 E02000743",1,0,0,1
"226997","E02000744 E02000744",1,0,0,1
"226998","E02000745 E02000745",1,0,0,1
"226999","E02000746 E02000746",1,0,0,1
"227000","E02000747 E02000747",1,0,0,1
"227001","E02000748 E02000748",1,0,0,1
"227002","E02000749 E02000749",1,0,0,1
"227003","E02000750 E02000750",1,0,0,1
"227004","E02000751 E02000751",1,0,0,1
"227005","E02000752 E02000752",1,0,0,1
"227006","E02000753 E02000753",1,0,0,1
"227007","E02000754 E02000754",1,0,0,1
"227008","E02000755 E02000755",1,0,0,1
"227009","E02000756 E02000756",1,0,0,1
"227010","E02000757 E02000757",1,0,0,1
"227011","E02000758 E02000758",1,0,0,1
"227012","E02000759 E02000759",1,0,0,1
"227013","E02000760 E02000760",1,0,0,1
"227014","E02000762 E02000762",1,0,0,1
"227015","E02000763 E02000763",1,0,0,1
"227016","E02000764 E02000764",1,0,0,1
"227017","E02000765 E02000765",1,0,0,1
"227018","E02000767 E02000767",1,0,0,1
"227019","E02000768 E02000768",1,0,0,1
"227020","E02000769 E02000769",1,0,0,1
"227021","E02000770 E02000770",1,0,0,1
"227022","E02000772 E02000772",1,0,0,1
"227023","E02000773 E02000773",1,0,0,1
"227024","E02000774 E02000774",1,0,0,1
"227025","E02000776 E02000776",1,0,0,1
"227026","E02000777 E02000777",1,0,0,1
"227027","E02000779 E02000779",1,0,0,1
"227028","E02000780 E02000780",1,0,0,1
"227029","E02000781 E02000781",1,0,0,1
"227030","E02000782 E02000782",1,0,0,1
"227031","E02000783 E02000783",1,0,0,1
"227032","E02000784 E02000784",1,0,0,1
"227033","E02000785 E02000785",1,0,0,1
"227034","E02000786 E02000786",1,0,0,1
"227035","E02000787 E02000787",1,0,0,1
"227036","E02000788 E02000788",1,0,0,1
"227037","E02000789 E02000789",1,0,0,1
"227038","E02000790 E02000790",1,0,0,1
"227039","E02000791 E02000791",1,0,0,1
"227040","E02000792 E02000792",1,0,0,1
"227041","E02000793 E02000793",1,0,0,1
"227042","E02000794 E02000794",1,0,0,1
"227043","E02000795 E02000795",1,0,0,1
"227044","E02000796 E02000796",1,0,0,1
"227045","E02000797 E02000797",1,0,0,1
"227046","E02000798 E02000798",1,0,0,1
"227047","E02000799 E02000799",1,0,0,1
"227048","E02000800 E02000800",1,0,0,1
"227049","E02000801 E02000801",1,0,0,1
"227050","E02000802 E02000802",1,0,0,1
"227051","E02000803 E02000803",1,0,0,1
"227052","E02000804 E02000804",1,0,0,1
"227053","E02000805 E02000805",1,0,0,1
"227054","E02000806 E02000806",1,0,0,1
"227055","E02000807 E02000807",1,0,0,1
"227056","E02000808 E02000808",1,0,0,1
"227057","E02000809 E02000809",1,0,0,1
"227058","E02000810 E02000810",1,0,0,1
"227059","E02000812 E02000812",1,0,0,1
"227060","E02000813 E02000813",1,0,0,1
"227061","E02000814 E02000814",1,0,0,1
"227062","E02000815 E02000815",1,0,0,1
"227063","E02000816 E02000816",1,0,0,1
"227064","E02000817 E02000817",1,0,0,1
"227065","E02000818 E02000818",1,0,0,1
"227066","E02000819 E02000819",1,0,0,1
"227067","E02000820 E02000820",1,0,0,1
"227068","E02000821 E02000821",1,0,0,1
"227069","E02000822 E02000822",1,0,0,1
"227070","E02000823 E02000823",1,0,0,1
"227071","E02000824 E02000824",1,0,0,1
"227072","E02000825 E02000825",1,0,0,1
"227073","E02000826 E02000826",1,0,0,1
"227074","E02000827 E02000827",1,0,0,1
"227075","E02000828 E02000828",1,0,0,1
"227076","E02000829 E02000829",1,0,0,1
"227077","E02000830 E02000830",1,0,0,1
"227078","E02000831 E02000831",1,0,0,1
"227079","E02000832 E02000832",1,0,0,1
"227080","E02000833 E02000833",1,0,0,1
"227081","E02000834 E02000834",1,0,0,1
"227082","E02000835 E02000835",1,0,0,1
"227083","E02000836 E02000836",1,0,0,1
"227084","E02000837 E02000837",1,0,0,1
"227085","E02000838 E02000838",1,0,0,1
"227086","E02000839 E02000839",1,0,0,1
"227087","E02000840 E02000840",1,0,0,1
"227088","E02000841 E02000841",1,0,0,1
"227089","E02000842 E02000842",1,0,0,1
"227090","E02000843 E02000843",1,0,0,1
"227091","E02000844 E02000844",1,0,0,1
"227092","E02000845 E02000845",1,0,0,1
"227093","E02000846 E02000846",1,0,0,1
"227094","E02000847 E02000847",1,0,0,1
"227095","E02000848 E02000848",1,0,0,1
"227096","E02000849 E02000849",1,0,0,1
"227097","E02000850 E02000850",1,0,0,1
"227098","E02000851 E02000851",1,0,0,1
"227099","E02000852 E02000852",1,0,0,1
"227100","E02000853 E02000853",1,0,0,1
"227101","E02000854 E02000854",1,0,0,1
"227102","E02000855 E02000855",1,0,0,1
"227103","E02000856 E02000856",1,0,0,1
"227104","E02000857 E02000857",1,0,0,1
"227105","E02000858 E02000858",1,0,0,1
"227106","E02000859 E02000859",1,0,0,1
"227107","E02000860 E02000860",1,0,0,1
"227108","E02000861 E02000861",1,0,0,1
"227109","E02000863 E02000863",1,0,0,1
"227110","E02000864 E02000864",1,0,0,1
"227111","E02000865 E02000865",1,0,0,1
"227112","E02000866 E02000866",1,0,0,1
"227113","E02000867 E02000867",1,0,0,1
"227114","E02000868 E02000868",1,0,0,1
"227115","E02000869 E02000869",1,0,0,1
"227116","E02000870 E02000870",1,0,0,1
"227117","E02000871 E02000871",1,0,0,1
"227118","E02000872 E02000872",1,0,0,1
"227119","E02000873 E02000873",1,0,0,1
"227120","E02000874 E02000874",1,0,0,1
"227121","E02000875 E02000875",1,0,0,1
"227122","E02000876 E02000876",1,0,0,1
"227123","E02000877 E02000877",1,0,0,1
"227124","E02000878 E02000878",1,0,0,1
"227125","E02000879 E02000879",1,0,0,1
"227126","E02000880 E02000880",1,0,0,1
"227127","E02000881 E02000881",1,0,0,1
"227128","E02000882 E02000882",1,0,0,1
"227129","E02000883 E02000883",1,0,0,1
"227130","E02000884 E02000884",1,0,0,1
"227131","E02000885 E02000885",1,0,0,1
"227132","E02000886 E02000886",1,0,0,1
"227133","E02000887 E02000887",1,0,0,1
"227134","E02000888 E02000888",1,0,0,1
"227135","E02000889 E02000889",1,0,0,1
"227136","E02000890 E02000890",1,0,0,1
"227137","E02000891 E02000891",1,0,0,1
"227138","E02000893 E02000893",1,0,0,1
"227139","E02000894 E02000894",1,0,0,1
"227140","E02000895 E02000895",1,0,0,1
"227141","E02000896 E02000896",1,0,0,1
"227142","E02000897 E02000897",1,0,0,1
"227143","E02000898 E02000898",1,0,0,1
"227144","E02000899 E02000899",1,0,0,1
"227145","E02000900 E02000900",1,0,0,1
"227146","E02000901 E02000901",1,0,0,1
"227147","E02000902 E02000902",1,0,0,1
"227148","E02000903 E02000903",1,0,0,1
"227149","E02000904 E02000904",1,0,0,1
"227150","E02000905 E02000905",1,0,0,1
"227151","E02000906 E02000906",1,0,0,1
"227152","E02000907 E02000907",1,0,0,1
"227153","E02000908 E02000908",1,0,0,1
"227154","E02000909 E02000909",1,0,0,1
"227155","E02000910 E02000910",1,0,0,1
"227156","E02000911 E02000911",1,0,0,1
"227157","E02000912 E02000912",1,0,0,1
"227158","E02000913 E02000913",1,0,0,1
"227159","E02000914 E02000914",1,0,0,1
"227160","E02000915 E02000915",1,0,0,1
"227161","E02000916 E02000916",1,0,0,1
"227162","E02000917 E02000917",1,0,0,1
"227163","E02000918 E02000918",1,0,0,1
"227164","E02000919 E02000919",1,0,0,1
"227165","E02000920 E02000920",1,0,0,1
"227166","E02000921 E02000921",1,0,0,1
"227167","E02000922 E02000922",1,0,0,1
"227168","E02000923 E02000923",1,0,0,1
"227169","E02000924 E02000924",1,0,0,1
"227170","E02000925 E02000925",1,0,0,1
"227171","E02000926 E02000926",1,0,0,1
"227172","E02000927 E02000927",1,0,0,1
"227173","E02000928 E02000928",1,0,0,1
"227174","E02000929 E02000929",1,0,0,1
"227175","E02000930 E02000930",1,0,0,1
"227176","E02000931 E02000931",1,0,0,1
"227177","E02000932 E02000932",1,0,0,1
"227178","E02000933 E02000933",1,0,0,1
"227179","E02000934 E02000934",1,0,0,1
"227180","E02000935 E02000935",1,0,0,1
"227181","E02000936 E02000936",1,0,0,1
"227182","E02000937 E02000937",1,0,0,1
"227183","E02000938 E02000938",1,0,0,1
"227184","E02000939 E02000939",1,0,0,1
"227185","E02000940 E02000940",1,0,0,1
"227186","E02000941 E02000941",1,0,0,1
"227187","E02000942 E02000942",1,0,0,1
"227188","E02000943 E02000943",1,0,0,1
"227189","E02000944 E02000944",1,0,0,1
"227190","E02000945 E02000945",1,0,0,1
"227191","E02000946 E02000946",1,0,0,1
"227192","E02000947 E02000947",1,0,0,1
"227193","E02000948 E02000948",1,0,0,1
"227194","E02000949 E02000949",1,0,0,1
"227195","E02000950 E02000950",1,0,0,1
"227196","E02000951 E02000951",1,0,0,1
"227197","E02000952 E02000952",1,0,0,1
"227198","E02000953 E02000953",1,0,0,1
"227199","E02000954 E02000954",1,0,0,1
"227200","E02000955 E02000955",1,0,0,1
"227201","E02000956 E02000956",1,0,0,1
"227202","E02000957 E02000957",1,0,0,1
"227203","E02000958 E02000958",1,0,0,1
"227204","E02000959 E02000959",1,0,0,1
"227205","E02000960 E02000960",1,0,0,1
"227206","E02000961 E02000961",1,0,0,1
"227207","E02000962 E02000962",1,0,0,1
"227208","E02000963 E02000963",1,0,0,1
"227209","E02000964 E02000964",1,0,0,1
"227210","E02000965 E02000965",1,0,0,1
"227211","E02000966 E02000966",1,0,0,1
"227212","E02000967 E02000967",1,0,0,1
"227213","E02000968 E02000968",1,0,0,1
"227214","E02000969 E02000969",1,0,0,1
"227215","E02000970 E02000970",1,0,0,1
"227216","E02000971 E02000971",1,0,0,1
"227217","E02000972 E02000972",1,0,0,1
"227218","E02000973 E02000973",1,0,0,1
"227219","E02000974 E02000974",1,0,0,1
"227220","E02000975 E02000975",1,0,0,1
"227221","E02000976 E02000976",1,0,0,1
"227222","E02000977 E02000977",1,0,0,1
"227223","E02000978 E02000978",1,0,0,1
"227224","E02000979 E02000979",1,0,0,1
"227225","E02000980 E02000980",1,0,0,1
"227226","E02000981 E02000981",1,0,0,1
"227227","E02000982 E02000982",1,0,0,1
"227228","E02000983 E02000983",1,0,0,1
"227229","E02000984 E02000984",1,0,0,1
"227230","E02000985 E02000985",1,0,0,1
"227231","E02000986 E02000986",1,0,0,1
"227232","E02000987 E02000987",1,0,0,1
"227233","E02000988 E02000988",1,0,0,1
"227234","E02000989 E02000989",1,0,0,1
"227235","E02000990 E02000990",1,0,0,1
"227236","E02000991 E02000991",1,0,0,1
"227237","E02000992 E02000992",1,0,0,1
"227238","E02000993 E02000993",1,0,0,1
"227239","E02000994 E02000994",1,0,0,1
"227240","E02000995 E02000995",1,0,0,1
"227241","E02000996 E02000996",1,0,0,1
"227242","E02000997 E02000997",1,0,0,1
"227243","E02000998 E02000998",1,0,0,1
"227244","E02000999 E02000999",1,0,0,1
"227245","E02001000 E02001000",1,0,0,1
"227246","E02001001 E02001001",1,0,0,1
"227247","E02001002 E02001002",1,0,0,1
"227248","E02001003 E02001003",1,0,0,1
"227249","E02001004 E02001004",1,0,0,1
"227250","E02001005 E02001005",1,0,0,1
"227251","E02001006 E02001006",1,0,0,1
"227252","E02001007 E02001007",1,0,0,1
"227253","E02001008 E02001008",1,0,0,1
"227254","E02001009 E02001009",1,0,0,1
"227255","E02001010 E02001010",1,0,0,1
"227256","E02001011 E02001011",1,0,0,1
"227257","E02001012 E02001012",1,0,0,1
"227258","E02001013 E02001013",1,0,0,1
"227259","E02001014 E02001014",1,0,0,1
"227260","E02001015 E02001015",1,0,0,1
"227261","E02001016 E02001016",1,0,0,1
"227262","E02001017 E02001017",1,0,0,1
"227263","E02001018 E02001018",1,0,0,1
"227264","E02001019 E02001019",1,0,0,1
"227265","E02001020 E02001020",1,0,0,1
"227266","E02001021 E02001021",1,0,0,1
"227267","E02001022 E02001022",1,0,0,1
"227268","E02001023 E02001023",1,0,0,1
"227269","E02001024 E02001024",1,0,0,1
"227270","E02001025 E02001025",1,0,0,1
"227271","E02001026 E02001026",1,0,0,1
"227272","E02001027 E02001027",1,0,0,1
"227273","E02001028 E02001028",1,0,0,1
"227274","E02001029 E02001029",1,0,0,1
"227275","E02001030 E02001030",1,0,0,1
"227276","E02001031 E02001031",1,0,0,1
"227277","E02001032 E02001032",1,0,0,1
"227278","E02001033 E02001033",1,0,0,1
"227279","E02001034 E02001034",1,0,0,1
"227280","E02001035 E02001035",1,0,0,1
"227281","E02001036 E02001036",1,0,0,1
"227282","E02001037 E02001037",1,0,0,1
"227283","E02001038 E02001038",1,0,0,1
"227284","E02001039 E02001039",1,0,0,1
"227285","E02001040 E02001040",1,0,0,1
"227286","E02001041 E02001041",1,0,0,1
"227287","E02001042 E02001042",1,0,0,1
"227288","E02001043 E02001043",1,0,0,1
"227289","E02001044 E02001044",1,0,0,1
"227290","E02001045 E02001045",1,0,0,1
"227291","E02001046 E02001046",1,0,0,1
"227292","E02001047 E02001047",1,0,0,1
"227293","E02001048 E02001048",1,0,0,1
"227294","E02001049 E02001049",1,0,0,1
"227295","E02001050 E02001050",1,0,0,1
"227296","E02001051 E02001051",1,0,0,1
"227297","E02001052 E02001052",1,0,0,1
"227298","E02001053 E02001053",1,0,0,1
"227299","E02001055 E02001055",1,0,0,1
"227300","E02001056 E02001056",1,0,0,1
"227301","E02001057 E02001057",1,0,0,1
"227302","E02001059 E02001059",1,0,0,1
"227303","E02001061 E02001061",1,0,0,1
"227304","E02001062 E02001062",1,0,0,1
"227305","E02001063 E02001063",1,0,0,1
"227306","E02001064 E02001064",1,0,0,1
"227307","E02001065 E02001065",1,0,0,1
"227308","E02001066 E02001066",1,0,0,1
"227309","E02001067 E02001067",1,0,0,1
"227310","E02001068 E02001068",1,0,0,1
"227311","E02001069 E02001069",1,0,0,1
"227312","E02001070 E02001070",1,0,0,1
"227313","E02001071 E02001071",1,0,0,1
"227314","E02001072 E02001072",1,0,0,1
"227315","E02001073 E02001073",1,0,0,1
"227316","E02001074 E02001074",1,0,0,1
"227317","E02001075 E02001075",1,0,0,1
"227318","E02001076 E02001076",1,0,0,1
"227319","E02001077 E02001077",1,0,0,1
"227320","E02001078 E02001078",1,0,0,1
"227321","E02001079 E02001079",1,0,0,1
"227322","E02001080 E02001080",1,0,0,1
"227323","E02001081 E02001081",1,0,0,1
"227324","E02001082 E02001082",1,0,0,1
"227325","E02001083 E02001083",1,0,0,1
"227326","E02001084 E02001084",1,0,0,1
"227327","E02001085 E02001085",1,0,0,1
"227328","E02001086 E02001086",1,0,0,1
"227329","E02001087 E02001087",1,0,0,1
"227330","E02001088 E02001088",1,0,0,1
"227331","E02001089 E02001089",1,0,0,1
"227332","E02001090 E02001090",1,0,0,1
"227333","E02001091 E02001091",1,0,0,1
"227334","E02001092 E02001092",1,0,0,1
"227335","E02001093 E02001093",1,0,0,1
"227336","E02001094 E02001094",1,0,0,1
"227337","E02001095 E02001095",1,0,0,1
"227338","E02001096 E02001096",1,0,0,1
"227339","E02001097 E02001097",1,0,0,1
"227340","E02001098 E02001098",1,0,0,1
"227341","E02001099 E02001099",1,0,0,1
"227342","E02001100 E02001100",1,0,0,1
"227343","E02001101 E02001101",1,0,0,1
"227344","E02001102 E02001102",1,0,0,1
"227345","E02001103 E02001103",1,0,0,1
"227346","E02001104 E02001104",1,0,0,1
"227347","E02001105 E02001105",1,0,0,1
"227348","E02001106 E02001106",1,0,0,1
"227349","E02001107 E02001107",1,0,0,1
"227350","E02001108 E02001108",1,0,0,1
"227351","E02001109 E02001109",1,0,0,1
"227352","E02001110 E02001110",1,0,0,1
"227353","E02001111 E02001111",1,0,0,1
"227354","E02001112 E02001112",1,0,0,1
"227355","E02001113 E02001113",1,0,0,1
"227356","E02001114 E02001114",1,0,0,1
"227357","E02001115 E02001115",1,0,0,1
"227358","E02001116 E02001116",1,0,0,1
"227359","E02001117 E02001117",1,0,0,1
"227360","E02001118 E02001118",1,0,0,1
"227361","E02001119 E02001119",1,0,0,1
"227362","E02001121 E02001121",1,0,0,1
"227363","E02001123 E02001123",1,0,0,1
"227364","E02001124 E02001124",1,0,0,1
"227365","E02001125 E02001125",1,0,0,1
"227366","E02001126 E02001126",1,0,0,1
"227367","E02001127 E02001127",1,0,0,1
"227368","E02001128 E02001128",1,0,0,1
"227369","E02001129 E02001129",1,0,0,1
"227370","E02001130 E02001130",1,0,0,1
"227371","E02001131 E02001131",1,0,0,1
"227372","E02001132 E02001132",1,0,0,1
"227373","E02001133 E02001133",1,0,0,1
"227374","E02001134 E02001134",1,0,0,1
"227375","E02001135 E02001135",1,0,0,1
"227376","E02001136 E02001136",1,0,0,1
"227377","E02001137 E02001137",1,0,0,1
"227378","E02001138 E02001138",1,0,0,1
"227379","E02001139 E02001139",1,0,0,1
"227380","E02001140 E02001140",1,0,0,1
"227381","E02001141 E02001141",1,0,0,1
"227382","E02001142 E02001142",1,0,0,1
"227383","E02001143 E02001143",1,0,0,1
"227384","E02001144 E02001144",1,0,0,1
"227385","E02001145 E02001145",1,0,0,1
"227386","E02001146 E02001146",1,0,0,1
"227387","E02001147 E02001147",1,0,0,1
"227388","E02001148 E02001148",1,0,0,1
"227389","E02001149 E02001149",1,0,0,1
"227390","E02001150 E02001150",1,0,0,1
"227391","E02001151 E02001151",1,0,0,1
"227392","E02001152 E02001152",1,0,0,1
"227393","E02001153 E02001153",1,0,0,1
"227394","E02001154 E02001154",1,0,0,1
"227395","E02001155 E02001155",1,0,0,1
"227396","E02001156 E02001156",1,0,0,1
"227397","E02001157 E02001157",1,0,0,1
"227398","E02001158 E02001158",1,0,0,1
"227399","E02001159 E02001159",1,0,0,1
"227400","E02001160 E02001160",1,0,0,1
"227401","E02001161 E02001161",1,0,0,1
"227402","E02001162 E02001162",1,0,0,1
"227403","E02001163 E02001163",1,0,0,1
"227404","E02001164 E02001164",1,0,0,1
"227405","E02001165 E02001165",1,0,0,1
"227406","E02001166 E02001166",1,0,0,1
"227407","E02001167 E02001167",1,0,0,1
"227408","E02001168 E02001168",1,0,0,1
"227409","E02001169 E02001169",1,0,0,1
"227410","E02001170 E02001170",1,0,0,1
"227411","E02001171 E02001171",1,0,0,1
"227412","E02001172 E02001172",1,0,0,1
"227413","E02001173 E02001173",1,0,0,1
"227414","E02001174 E02001174",1,0,0,1
"227415","E02001175 E02001175",1,0,0,1
"227416","E02001176 E02001176",1,0,0,1
"227417","E02001177 E02001177",1,0,0,1
"227418","E02001178 E02001178",1,0,0,1
"227419","E02001179 E02001179",1,0,0,1
"227420","E02001180 E02001180",1,0,0,1
"227421","E02001181 E02001181",1,0,0,1
"227422","E02001182 E02001182",1,0,0,1
"227423","E02001183 E02001183",1,0,0,1
"227424","E02001184 E02001184",1,0,0,1
"227425","E02001185 E02001185",1,0,0,1
"227426","E02001186 E02001186",1,0,0,1
"227427","E02001187 E02001187",1,0,0,1
"227428","E02001188 E02001188",1,0,0,1
"227429","E02001189 E02001189",1,0,0,1
"227430","E02001190 E02001190",1,0,0,1
"227431","E02001191 E02001191",1,0,0,1
"227432","E02001192 E02001192",1,0,0,1
"227433","E02001193 E02001193",1,0,0,1
"227434","E02001194 E02001194",1,0,0,1
"227435","E02001195 E02001195",1,0,0,1
"227436","E02001196 E02001196",1,0,0,1
"227437","E02001197 E02001197",1,0,0,1
"227438","E02001198 E02001198",1,0,0,1
"227439","E02001199 E02001199",1,0,0,1
"227440","E02001200 E02001200",1,0,0,1
"227441","E02001201 E02001201",1,0,0,1
"227442","E02001202 E02001202",1,0,0,1
"227443","E02001203 E02001203",1,0,0,1
"227444","E02001204 E02001204",1,0,0,1
"227445","E02001205 E02001205",1,0,0,1
"227446","E02001206 E02001206",1,0,0,1
"227447","E02001207 E02001207",1,0,0,1
"227448","E02001208 E02001208",1,0,0,1
"227449","E02001209 E02001209",1,0,0,1
"227450","E02001210 E02001210",1,0,0,1
"227451","E02001211 E02001211",1,0,0,1
"227452","E02001212 E02001212",1,0,0,1
"227453","E02001213 E02001213",1,0,0,1
"227454","E02001214 E02001214",1,0,0,1
"227455","E02001215 E02001215",1,0,0,1
"227456","E02001216 E02001216",1,0,0,1
"227457","E02001217 E02001217",1,0,0,1
"227458","E02001218 E02001218",1,0,0,1
"227459","E02001219 E02001219",1,0,0,1
"227460","E02001220 E02001220",1,0,0,1
"227461","E02001221 E02001221",1,0,0,1
"227462","E02001222 E02001222",1,0,0,1
"227463","E02001223 E02001223",1,0,0,1
"227464","E02001224 E02001224",1,0,0,1
"227465","E02001225 E02001225",1,0,0,1
"227466","E02001226 E02001226",1,0,0,1
"227467","E02001227 E02001227",1,0,0,1
"227468","E02001228 E02001228",1,0,0,1
"227469","E02001229 E02001229",1,0,0,1
"227470","E02001230 E02001230",1,0,0,1
"227471","E02001231 E02001231",1,0,0,1
"227472","E02001232 E02001232",1,0,0,1
"227473","E02001233 E02001233",1,0,0,1
"227474","E02001234 E02001234",1,0,0,1
"227475","E02001235 E02001235",1,0,0,1
"227476","E02001236 E02001236",1,0,0,1
"227477","E02001237 E02001237",1,0,0,1
"227478","E02001238 E02001238",1,0,0,1
"227479","E02001239 E02001239",1,0,0,1
"227480","E02001240 E02001240",1,0,0,1
"227481","E02001241 E02001241",1,0,0,1
"227482","E02001242 E02001242",1,0,0,1
"227483","E02001243 E02001243",1,0,0,1
"227484","E02001244 E02001244",1,0,0,1
"227485","E02001245 E02001245",1,0,0,1
